hearing_url,name,profile_url,affiliation,description
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Blumenthal,https://www.uscc.gov/sites/default/files/Blumenthal_Bio.pdf,Mr,"Director of Asian Studies American Enterprise Institute Dan Blumenthal is the director of Asian Studies at the American Enterprise Institute, where he focuses on East Asian security issues and Sino-American relations.  Mr. Blumenthal has both served in and advised the U.S. government on China issues for over a decade.  From 2001 to 2004, he served as senior director for China, Taiwan, and Mongolia at the Department of Defense. Additionally, he served as a commissioner on the congressionally-mandated U.S.-China Economic and Security Review Commission from 2006 to 2012, and held the position of vice chairman in 2007.  He has also served on the Academic Advisory Board of the congressional U.S.-China Working Group. Mr. Blumenthal is the co-author of “An Awkward Embrace: The United States and China in the 21st Century” (AEI Press, November 2012). He holds a B.A. from Washington University, an M.A. from the School of Advanced International Studies at Johns Hopkins University, and a J.D. from Duke Law School. Mr. Blumenthal has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Hicks,https://www.uscc.gov/sites/default/files/Hicks_Bio.pdf,Dr,"Senior Vice President, Henry A. Kissinger Chair, and Director, International Security Program Center for Strategic and International Studies Kathleen Hicks is senior vice president, Henry A. Kissinger Chair, and director of the International Security Program at CSIS. She is a frequent writer and lecturer on U.S. foreign and security policy; defense strategy, forces, and budget; and strategic futures. From 2009 to 2013, Dr. Hicks served as a senior civilian official in the Department of Defense. Confirmed in 2012 as principal deputy under secretary of defense for policy, she was responsible for advising the secretary of defense on global and regional defense policy and strategy pertaining to such areas as the Asia-Pacific and Persian Gulf regions, Syria, and Europe. She also served as deputy under secretary of defense for strategy, plans, and forces, leading the development of the 2012 Defense Strategic Guidance and the 2010 Quadrennial Defense Review and crafting guidance for future force capabilities, overseas military posture, and contingency and theater campaign plans. From 2006 to early 2009, Dr. Hicks served as a senior fellow at CSIS, leading a variety of research projects in the national security field. From 1993 to 2006, she was a career civil servant in the Office of the Secretary of Defense, serving in a variety of capacities and rising from Presidential Management Intern to the Senior Executive Service. Dr. Hicks received numerous recognitions for her service in the Department of Defense (DOD), including distinguished awards from three secretaries of defense and the chairman of the Joint Chiefs of Staff. She also received the 2011 DOD Senior Professional Women’s Association Excellence in Leadership Award. She holds a Ph.D. in political science from the Massachusetts Institute of Technology, an M.A. from the University of Maryland’s School of Public Affairs, and an A.B. magna cum laude and Phi Beta Kappa from Mount Holyoke College. Dr. Hicks is an adjunct with the RAND Corporation and a member of the Council on Foreign Relations. She currently serves on the National Commission on the Future of the Army, the Board of Advisors for the Truman National Security Project, and the Board of Advisors for SoldierSocks, a veterans’ charity. Dr. Hicks has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Rapp-Hooper,https://www.uscc.gov/sites/default/files/Rapp-Hooper_Bio.pdf,Dr,"Senior Fellow, Asia-Pacific Security Program Center for a New American Security Dr. Mira Rapp-Hooper is a Senior Fellow with the Asia-Pacific Security Program at CNAS. She is formerly a Fellow with the CSIS Asia Program and Director of the CSIS Asia Maritime Transparency Initiative. Her expertise includes Asia security issues, deterrence, nuclear strategy and policy, and alliance politics. She was previously a Stanton Nuclear Security Fellow at the Council on Foreign Relations.  Dr. Rapp-Hooper’s academic writings have appeared in Political Science Quarterly, Security Studies, and Survival. Her policy writings have appeared in The National Interest, Foreign Affairs, and The Washington Quarterly, and her analysis has been featured in The New York Times, The Washington Post, and on NPR and the BBC, among others. Dr. Rapp-Hooper is a Foreign Policy Interrupted Fellow and a David Rockefeller Fellow of the Trilateral Commission. She holds a B.A. in history from Stanford University and an M.A., M.Phil., and Ph.D. in political science from Columbia University. Dr. Rapp-Hooper testified before the Commission in 2015 (China’s Relations with Southeast Asia)."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Goodman,https://www.uscc.gov/sites/default/files/Goodman_Bio.pdf,Mr,"Political Economy Chair and Senior Adviser for Asian Economics Center for Strategic and International Studies Mr. Goodman is senior adviser for Asian Economics and holds the William E. Simon Chair in Political Economy at the Center for Strategic and International Studies. In this capacity he examines current issues in international economic policy, with a focus on the Asia-Pacific region. Previously, he served as director for international economics on the National Security Council staff during the Obama administration, working on the G-20, APEC, and other presidential summits. Before joining the White House, Goodman was senior adviser to the undersecretary for economic affairs at the U.S. Department of State. Mr Goodman worked for five years at Albright Stonebridge Group, a global business advisory firm based in Washington, D.C., where he was managing director for Asia. Prior to that, he spent five years at Goldman, Sachs & Co., heading the investment bank’s government affairs operations in Tokyo and London. From 1988 to 1997, he worked as an international economist at the U.S. Treasury Department, including five years as financial attaché at the U.S. embassy in Tokyo. Goodman holds an M.A. from the Johns Hopkins School of Advanced International Studies and a BSc from the London School of Economics. Mr. Goodman has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Economy,https://www.uscc.gov/sites/default/files/Economy_Bio.pdf,Dr,"Senior Fellow and Director for Asia Studies Council on Foreign Relations Dr. Economy is the C.V. Starr senior fellow and director for Asia studies at the Council on Foreign Relations. She has published widely on both Chinese domestic and foreign policy including, The River Runs Black: The Environmental Challenge to China's Future and By All Means Necessary: How China's Resource Quest is Changing the World. She has run an ongoing assessment of the Asian Rebalance through a series of roundtables at the Council on foreign Relations since 2011. Dr. Economy is a member of the World Economic Forum (WEF)'s Global Agenda Council on the United States and served as a member and then vice chair of WEF's Global Agenda Council on the Future of China from 2008 to 2014. She has taught undergraduate and graduate level courses at Columbia University, Johns Hopkins University's Paul H. Nitze School of Advanced International Studies, and the University of Washington's Jackson School of International Studies. Dr. Economy received her BA from Swarthmore College, her MA from Stanford University, and her PhD from the University of Michigan. Dr. Economy testified before the Commission in 2010 (China’s Green Energy and Environmental Policies) and 2012 (China’s Global Quest for Resources and Implications for the United States)."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Baker,https://www.uscc.gov/sites/default/files/Baker_Bio.pdf,Dr,"Co-Director, Co-Founder Center For Economic and Policy Research Dr. Baker is the Co-Director for the Center for Economic and Policy Research which he co- founded  in 1999. His areas of research include housing and macroeconomics, intellectual property, Social Security, Medicare and European labor markets. Dr. Baker previously worked as a senior economist at the Economic Policy Institute and an assistant professor at Bucknell University. He has also worked as a consultant for the World Bank, the Joint Economic Committee of the U.S. Congress, and the OECD's Trade Union Advisory Council. He is the author of several books, including Getting Back to Full Employment: A Better bargain for Working People, The End of Loser Liberalism: Making Markets Progressive, and, The United States Since 1980, Social Security: The Phony Crisis. His blog, Beat the Press, provides commentary on economic reporting. He received his B.A. from Swarthmore College and his Ph.D. in Economics from the University of Michigan. Dr. Baker testified before the Commission in 2005 (China and the Future of Globalization)."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Lampton,https://www.uscc.gov/sites/default/files/Lampton_Bio.pdf,Dr,"Hyman Professor and Director of China Studies Johns Hopkins School of Advanced International Studies David M. Lampton is Hyman Professor and Director of China Studies at the Johns Hopkins School of Advanced International Studies, where he also heads SAIS China, the school’s overall presence in greater China. Chairman of the The Asia Foundation, former president of the National Committee on United States-China Relations, and former Dean of Faculty at SAIS, he is the author of: Same Bed, Different Dreams: Managing U.S.-China Relations, 1989-2000 (2001); The Three Faces of Chinese Power: Might, Money, and Minds (2008); and, The Making of Chinese Foreign and Security Policy (editor, 2001). He received his B.A., M.A., and Ph.D. degrees from Stanford University. Being a consultant for the Kettering Foundation’s China activities, Lampton has an honorary doctorate from the Russian Academy of Sciences’ Institute of Far Eastern Studies, is an Honorary Senior Fellow of the American Studies Institute of the Chinese Academy of Social Sciences, was winner of the Scalapino Prize in 2010, and is a Gilman Scholar at Johns Hopkins. His newest book, Following the Leader: Ruling China, from Deng Xiaoping to Xi Jinping, was published by UC Press in January 2014 and translated into Chinese by Yuan Liou Press in Taipei, Taiwan, the following year. His current field research and book-length project is: “Roads to Chinese Power: Railroad Infrastructure and Beijing’s Quest for Influence.” Dr. Lampton testified before the Commission in 2004 (China as an Emerging Regional and Technology Power), 2011 (China’s Narratives Regarding National Security Policy), and 2013 (China’s New Leadership and Implications for the United States)."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Lohman,https://www.uscc.gov/sites/default/files/Lohman_Bio.pdf,Mr,"Director, Asian Studies Center Heritage Foundation Walter Lohman is Director of The Heritage Foundation’s Asian Studies Center. The Asian Studies Center is Heritage’s oldest research center. Established in 1983, its research fellows and scholars analyze the full range of policy in East and South Asia and develop recommendations to further American interests in freedom and security. Lohman joined Heritage in 2006 as Senior Research Fellow for Southeast Asia, Australia and New Zealand. He is also currently an Adjunct Professor at Georgetown University leading a graduate seminar on American foreign policy interests in Southeast Asia. Before joining Heritage, Lohman served as Senior Vice President and Executive Director of the U.S.-ASEAN Business Council for four years. There, he oversaw the council’s mission of building U.S. market share in Southeast Asia, led multiple delegations of Fortune 500 companies to the region, participated in prominent business and policy forums and regularly represented the council in its interaction with high-level ASEAN officials. In the late 1990s, Lohman was the council’s Senior Country Director representing American interests in Indonesia and Singapore. The other part of Lohman’s career has been spent as a Senate staff member. In 2002, he served as senior professional Republican staff advising Sen. Jesse Helms (R-NC), the ranking Republican on the Senate Foreign Relations Committee, on issues affecting East Asia. From 1991 to 1996, he served as a policy aide to Sen. John McCain (R-AZ), during which time he advised McCain on foreign policy, trade and defense issues. Lohman has a bachelor’s degree in humanities from Virginia Wesleyan College and a master’s degree in foreign affairs from the University of Virginia. Originally from Norfolk, he now resides in Falls Church, Va., with his wife and three sons. Mr. Lohman testified before the Commission in 2014 (China and the Evolving Security Dynamics in East Asia)."
https://www.uscc.gov/hearings/hearing-china-and-us-rebalance-asia,Smith,https://www.uscc.gov/sites/default/files/Smith_Bio.pdf,Dr,"Senior Fellow for Japan Studies Council on Foreign Relations Dr. Smith is the senior fellow for Japan studies at the Council on Foreign Relations. Her current research focuses on how geostrategic change in Asia is shaping Japan's strategic choices. She is the author of Intimate Rivals: Japanese Domestic Politics and a Rising China and Japan's New Politics and the U.S.-Japan Alliance. She previously studied at the East-West Center in 2007, where she directed a multinational research team in a cross-national study of the domestic politics of the U.S. military presence in Japan, South Korea, and the Philippines. She was a visiting scholar at Keio University in 2007-08, where she researched Japan’s foreign policy towards China. Dr. Smith has been a visiting researcher at two leading Japanese foreign and security policy think tanks, the Japan Institute of International Affairs and the Research Institute for Peace and Security, and at the University of Tokyo and the University of the Ryukyus. Dr. Smith is vice chair of the U.S. advisors to the U.S.-Japan Conference on Cultural and Educational Exchange (CULCON), a bi-national advisory panel of government officials and private sector members.. She teaches as an adjunct professor at the Asian Studies Department of Georgetown University and serves on the board of its Journal of Asian Affairs. She earned her MA and PhD degrees from the department of political science at Columbia University. Dr. Smith has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Acton,https://www.uscc.gov/sites/default/files/Acton_Bio.pdf,James M,"Co-Director of Nuclear Policy Program and Senior Fellow, Carnegie Endowment for International Peace James M. Acton is co-director of the Nuclear Policy Program and a senior fellow at the Carnegie Endowment for International Peace. An expert on hypersonic conventional weapons and the author of Silver Bullet?: Asking the Right Questions About Conventional Prompt Global Strike, Acton has testified on this subject to the U.S. House of Representatives Armed Services Committee and the Congressionally chartered U.S.-China Economic and Security Review Commission. He has published a peer-reviewed article on technical aspects of boost-glide weapons in the journal Science & Global Security. Acton was a winner of the competitive Carnegie Corporation of New York grant on New Technologies and the Nuclear Threat that funds his ongoing research into the escalation implications of advanced conventional weapons. Acton’s other publications span the field of nuclear policy. He recently published Wagging the Plutonium Dog: Japanese Domestic Politics and its International Security Implications, and is the author of two Adelphi books, Deterrence During Disarmament: Deep Nuclear Reductions and International Security, and Abolishing Nuclear Weapons (with George Perkovich). He wrote, with Mark Hibbs, Why Fukushima Was Preventable, a groundbreaking study into the accident’s root causes. His analysis on proliferation threats, including Iran and North Korea, has been widely disseminated by major journals, newspapers, and websites. Acton is a member of the Nuclear Security Working Group. He is a former member of the Commission on Challenges to Deep Cuts and was co-chair of the Next Generation Working Group on U.S.-Russia arms control. Acton has published in the New York Times, the International Herald Tribune, Foreign Affairs, Foreign Policy, Science & Global Security, Survival, and the Washington Quarterly. He has appeared on CNN’s State of the Union, NBC Nightly News, CBS Evening News, and PBS NewsHour. He holds a Ph.D. in theoretical physics from the University of Cambridge. Dr. Acton testified before the Commission in 2015."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Stokes,https://www.uscc.gov/sites/default/files/Stokes_Bio.pdf,Mark Stokes,"Executive Director Project 2049 Institute Mark Stokes is the Executive Director of the Project 2049 Institute. Previously, he was the founder and president of Quantum Pacific Enterprises, an international consulting firm, and vice president and Taiwan country manager for Raytheon International. He has served as executive vice president of Laifu Trading Company, a subsidiary of the Rehfeldt Group; a senior associate at the Center for Strategic and International Studies; and member of the Board of Governors of the American Chamber of Commerce in Taiwan. A 20-year U.S. Air Force veteran, Stokes also served as team chief and senior country director for the People’s Republic of China, Taiwan and Mongolia in the Office of the Assistant Secretary of Defense for International Security Affairs.  He holds a B.A. from Texas A&M University, and graduate degrees in International Relations and Asian Studies from Boston University and the Naval Postgraduate School. He is a fluent Mandarin speaker."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Chen,https://www.uscc.gov/sites/default/files/Chen_Bio.pdf,David D,"Independent Analyst Mr. Chen is an independent analyst focusing on the intersection of space and cyber-security issues. He is a fluent Chinese-language analyst, specializing in open source scientific and technical literature. He regularly contributes to research projects and other products for various government and private clients. He is a published author in multiple national and international journals. He also serves on the Editorial Board of the internationally peer-reviewed journal Space Policy. Mr. Chen graduated from the School of Global Policy and Strategy, UC San Diego, where he studied under Dr. Susan Shirk. He has also worked at the nonprofit Center for Defense Information under a Secure World Foundation grant; and the environmental think tank Resources for the Future under the mentorship of the late Dr. Molly Macauley, in the Space Economics program. Mr. Chen has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Fisher,https://www.uscc.gov/sites/default/files/Fisher_Bio.pdf,Richard D,"Senior Fellow Asian Military Affairs International Assessment and Strategy Center Mr. Richard D. Fisher, Jr. is a Senior Fellow with the International Assessment and Strategy Center. He has previously worked with the Center for Security Policy, Jamestown Foundation China Brief, U.S. House of Representatives Republican Policy Committee, and The Heritage Foundation. Mr. Fisher has previously testified on aspects of China’s strategic challenge before the United States Senate, the House of Representatives and the U.S.-China Economic and Security Review Commission. He is the author of China’s Military Modernization, Building for Regional and Global Reach (Praeger, 2008, Stanford University Press, 2010, Taiwan Ministry of National Defense translation, 2012). His articles have been published in the Jane’s Intelligence Review, Jane’s Defence Weekly, Aviation Week and Space Technology, Armed Forces Journal, Far Eastern Economic Review, Asian Wall Street Journal, The Washington Times, The Sankei Shimbun, World Airpower Review and Air Forces Monthly. He received a B.A. (Honors) in 1981 from Eisenhower College."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Grayson,https://www.uscc.gov/sites/default/files/Grayson_Bio.pdf,"Timothy Grayson, Ph","President, Fortitude Mission Research, LLC Dr. Timothy Grayson is founder and president of Fortitude Mission Research LLC.  Founded in June 2013, Fortitude is a consulting company specializing in strategy and technology analysis related to security and intelligence.  Primary clients include the Defense Advanced Research Project Agency (DARPA) and other government agencies providing technology, strategy, and policy consulting.  Outside the government sector, Dr. Grayson and Fortitude are developing new markets to bring government-like security and intelligence to the private sector in mission areas such as critical infrastructure protection, supply chain security, geospatial intelligence, and space systems and policy.  Dr. Grayson is on the board of advisors of several small businesses in these sectors. Prior to founding Fortitude, Dr. Grayson was a senior manager at Raytheon.  Dr. Grayson also has extensive government experience. Dr. Grayson was a senior intelligence officer with the Central Intelligence Agency (CIA).  He also spent six years as a program manager at Defense Advanced Research Projects Agency (DARPA), where he initiated programs in space situation awareness, information operations, and tracking and locating.  Dr. Grayson holds a Ph.D. in Physics from University of Rochester where he specialized in quantum optics and a B.S in Physics from University of Dayton with minors in mathematics and computer science. Dr. Grayson has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Harrison,https://www.uscc.gov/sites/default/files/Harrison_Bio.pdf,Todd Harrison,"Director of Defense Budget Analysis, Director of the Aerospace Security Project, and Senior Fellow, Center for Strategic and International Studies Todd Harrison is the director of the Aerospace Security Project and the director of Defense Budget Analysis at CSIS. As a senior fellow in the International Security Program, he leads the Center’s efforts to provide in-depth, nonpartisan research and analysis of space security, air power, and defense funding issues. He has authored publications on trends in the overall defense budget, military space systems, civil space exploration, defense acquisitions, military compensation, military readiness, nuclear forces, and the cost of overseas military operations. Mr. Harrison frequently contributes to print and broadcast media and has appeared on CNN, CNBC, NPR, Al Jazeera English, C-SPAN, PBS, and Fox News. He teaches classes on military space systems and the defense budget at the Johns Hopkins School of Advanced International Studies and a class on the defense budget at George Washington University’s Elliott School of International Affairs. He is a term member of the Council on Foreign Relations, a member of the National Oceanic and Atmospheric Administration’s Advisory Committee on Commercial Remote Sensing, and a member of the Defense News Advisory Board. Mr. Harrison joined CSIS from the Center for Strategic and Budgetary Assessments, where he was a senior fellow for defense budget studies. He previously worked at Booz Allen Hamilton where he consulted for the Air Force on satellite communications systems and supported a variety of other clients evaluating the performance of acquisition programs. Prior to Booz Allen, he worked for a small startup (AeroAstro Inc.) developing advanced space technologies and as a management consultant at Diamond Cluster International. Mr. Harrison served as a captain in the U.S. Air Force Reserves. He is a graduate of the Massachusetts Institute of Technology with both a B.S. and an M.S. in aeronautics and astronautics. Mr. Harrison has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Kania,https://www.uscc.gov/sites/default/files/Kania_Bio.pdf,Elsa Kania,"Analyst, Long Term Strategy Group Elsa Kania is an analyst at the Long Term Strategy Group. Her research focuses on the People’s Liberation Army’s advances in and approach to emerging technologies. She is a graduate of Harvard College (summa cum laude, Phi Beta Kappa), where her thesis on the PLA’s strategic thinking on information warfare was awarded the James Gordon Bennett Prize. Elsa presented her research on U.S. and Chinese approaches to cyber deterrence at the inaugural U.S.-based International Conference on Cyber Conflict (CyCon U.S.), and she has participated in workshops and dialogues on issues of cyber strategy and military cyber stability. Elsa was a 2014–2015 Boren Scholar in Beijing, China, and she is proficient in Mandarin Chinese. Previously, she interned at the Department of Defense, the Carnegie-Tsinghua Center for Global Policy, and FireEye, Inc. While at Harvard, she also worked as a research assistant at the Belfer Center for Science and International Affairs and the Weatherhead Center for International Affairs. Ms. Kania has not previously testified before the Commission."
https://www.uscc.gov/hearings/hearing-chinas-advanced-weapons,Pollpeter,https://www.uscc.gov/sites/default/files/Pollpeter_Bio.pdf,Kevin Pollpeter,"Deputy Director, Study of Innovation and Technology in China Institute on Global Conflict and Cooperation University of California-San Diego Kevin Pollpeter is deputy director of the University of California Institute on Global Conflict and Cooperation (IGCC) project on the Study of Innovation and Technology in China (SITC). Prior to IGCC, he was deputy director of the East Asia Program at Defense Group Inc., and a researcher at RAND. Pollpeter is widely published on China national security issues, focused on China’s space program and information warfare. His space-related publications include the monograph Building for the Future: China’s Progress in Space Technology During the Tenth Five-year Plan and the U.S. Response and a book chapter, “The Chinese Vision of Space Military Operations.” He has also written frequently for China Brief. Pollpeter has coauthored works including Dangerous Thresholds: Managing Escalation in the 21st Century and Entering the Dragon’s Lair: Chinese Anti-access Strategies and Their Implications for the United States. A Chinese linguist, he holds an MA in international policy studies from the Monterey Institute of International Studies and is currently enrolled in a Ph.D. program at King’s College London."
https://www.uscc.gov/hearings/hearing-chinas-new-leadership-and-implications-united-states,Johnson%2C%20Christopher%20K.,https://www.uscc.gov/sites/default/files/Johnson%2C%20Christopher%20K._Bio.pdf,Mr,"Center for Strategic and International Studies Christopher K. Johnson is a senior adviser and holds the Freeman Chair in China Studies at CSIS. An accomplished Asian affairs specialist, Mr. Johnson spent nearly two decades serving in the U.S. government’s intelligence and foreign affairs communities and has extensive experience analyzing and working in Asia on a diverse set of country-specific and transnational issues. Throughout his career, he has chronicled China’s dynamic political and economic transformation, the development of its robust military modernization program, and its resurgence as a regional and global power. He has frequently advised senior White House, cabinet, congressional, military, and foreign officials on the Chinese leadership and on Beijing’s foreign and security policies. Mr. Johnson worked as a senior China analyst at the Central Intelligence Agency, where he played a key role in the analytic support to policymakers during the 1996 Taiwan Strait missile crisis, the 1999 accidental bombing of the Chinese embassy in Belgrade, the downing of a U.S. reconnaissance aircraft on Hainan Island in 2001, and the SARS epidemic in 2003. He also helped shape senior officials’ understanding of the politics of the Jiang Zemin era, the successful leadership transition to Hu Jintao in 2002, and the preparations for the fall 2012 leadership succession. Mr. Johnson served as an intelligence liaison to two secretaries of state and their deputies on worldwide security issues and in 2011 was awarded the U.S. Department of State’s Superior Honor Award for outstanding support to the secretary and her senior staff. He also served abroad in a field site in Southeast Asia. Mr. Johnson graduated summa cum laude with bachelor’s degrees in history and political science from the University of California at San Diego (1994) and received his M.A. in security policy studies from the George Washington University (1996). He is a member of Phi Beta Kappa."
https://www.uscc.gov/hearings/hearing-chinas-new-leadership-and-implications-united-states,Li%2C%20Cheng,https://www.uscc.gov/sites/default/files/Li%2C%20Cheng_Bio.pdf,Dr,"Brookings Institution Cheng Li is director of research and a senior fellow at the John L. Thornton China Center in the Foreign Policy program at the Brookings Institution in Washington, D.C. Dr. Li is also a director of the National Committee on U.S.-China Relations. Cheng Li grew up in Shanghai during the Cultural Revolution. In 1985 he came to the United States, where he received an M.A. in Asian Studies from the University of California, Berkeley and a Ph.D. in Political Science from Princeton University. From 1993 to 1995, Dr. Li worked in China as a fellow with the U.S.-based Institute of Current World Affairs, observing grassroots changes in his native country. Based on this experience, he published a nationally acclaimed book, Rediscovering China: Dynamics and Dilemmas of Reform (1997). Dr. Li is also the author or the editor of numerous books, including China’s Leaders: The New Generation (2001), Bridging Minds Across the Pacific: The Sino-U.S. Educational Exchange 1978-2003 (2005), China’s Changing Political Landscape: Prospects for Democracy (2008), China’s Emerging Middle Class: Beyond Economic Transformation (2010), The Road to Zhongnanhai: High-Level Leadership Groups on the Eve of the 18th Party Congress (in Chinese, 2012), and The Political Mapping of China’s Tobacco Industry and Anti-Smoking Campaign (2012). He is currently completing two book manuscripts: Chinese Politics in the Era of Collective Leadership and Middle Class Shanghai: Pioneering China’s Global Integration. He is the principal editor of the Thornton Center Chinese Thinkers Series published by the Brookings Institution Press. Dr. Li has advised a wide range of government, business and non-profit organizations on working in China. Dr. Li is a director of the National Committee on U.S.-China Relations, a member of the Academic Advisory Group of the Congressional U.S.-China Working Group, a member of the Council on Foreign Relations, and a director of the Committee of 100. Before joining Brookings in 2006, Dr. Li was the William R. Kenan professor of government at Hamilton College, where he had taught since 1991. Dr. Li has been a recipient of fellowships or research grants from the Smith Richardson Foundation, the Freeman Foundation, the Peter Lewis Foundation, the Crane-Rogers Foundation, the Emerson Foundation, the United States Institute of Peace, Hong Kong Institute of Humanities and Social Sciences, and the Chiang Ching-Kuo Foundation for International Scholarly Exchange. In 2002-2003 he was a residential fellow of the Woodrow Wilson International Center for Scholars. He is frequently called on to share his unique perspective and insights as an expert on China. He has recently appeared on CNN, C-SPAN, the BBC, ABC World News with Diane Sawyer, the PBS NewsHour, Charlie Rose, Foreign Exchange with Fareed Zakaria, and NPR’s Diane Rehm Show. He has been featured in The New York Times, The Washington Post, the Wall Street Journal, Time, The Economist, Newsweek, Business Week, Foreign Policy and numerous other publications. Dr. Li is also a columnist for the Stanford University journal China Leadership Monitor. He is a regular speaker and participant at the Bilderberg Conference."
https://www.uscc.gov/hearings/hearing-chinas-new-leadership-and-implications-united-states,Prasad%2C%20Eswar,https://www.uscc.gov/sites/default/files/Prasad%2C%20Eswar_Bio.pdf,Dr,"Brookings Institution / Cornell University Eswar Prasad is the Tolani Senior Professor of Trade Policy at Cornell University. He is also a Senior Fellow at the Brookings Institution, where he holds the New Century Chair in International Economics, and a Research Associate at the National Bureau of Economic Research. He was previously chief of the Financial Studies Division in the International Monetary Fund's Research Department and, before that, was the head of the IMF's China Division. Eswar Prasad's latest book Emerging Markets: Resilience and Growth Amid Global Turmoil (with M. Ayhan Kose; Brookings Institution Press) was published in December 2010. His extensive publication record includes articles in numerous collected volumes as well as top academic journals such as the American Economic Review, American Economic Journal: Macroeconomics, Brookings Papers on Economic Activity, The Economic Journal, International Economic Review, Journal of Development Economics, Journal of Economic Perspectives, Journal of International Economics, Journal of International Money and Finance, Journal of Monetary Economics, and Review of Economics and Statistics. He has co-authored and edited numerous books and monographs, including on financial regulation and on China and India. Current research interests include the macroeconomics of financial globalization; financial regulation, monetary policy frameworks and exchange rate policies in emerging markets; and the Chinese and Indian economies. Prasad has testified before the Senate Finance Committee, the House of Representatives Committee on Financial Services and the U.S.-China Economic and Security Review Commission, and his research on China has been cited in the U.S. Congressional Record. He was a member of the analytical team that drafted the 2008 report of the High-Level Committee on Financial Sector Reforms set up by the Government of India. He serves on an Advisory Committee to India's Finance Minister and is the Lead Academic for the DFID-LSE International Growth Center's India Growth Research Program. He is the creator of the Brookings-Financial Times world index (TIGER: Tracking Indices for the Global Economic Recovery; www.ft.com/tiger). Many of his research papers and quotes from his speeches have been cited extensively in prominent media outlets such as the Economist, Financial Times, Forbes, International Herald Tribune, New York Times, Newsweek, Time, Wall Street Journal, Washington Post, and USA Today. His op-ed articles have appeared in the Financial Times, International Herald Tribune, Wall Street Journal Asia, Washington Post and other newspapers. He has made frequent appearances on BBC, Bloomberg, CNBC, CNN, C-SPAN, Fox, NBC, NPR, PBS, Reuters and other radio and television channels. Prasad is also a Research Fellow at IZA (Institute for the Study of Labor, Bonn) and an Associate at the National Bureau of Asian Research. He has served as the co-editor of the journal IMF Staff Papers, was on the editorial board of Finance & Development and was the founding editor of the quarterly IMF Research Bulletin."
https://www.uscc.gov/hearings/hearing-chinas-new-leadership-and-implications-united-states,Mulvenon%2C%20James,https://www.uscc.gov/sites/default/files/Mulvenon%2C%20James_Bio.pdf,Dr,"Defense Group, Inc. James Mulvenon is Vice-President of Defense Group, Inc.¹s Intelligence Division and Director of DGI¹s Center for Intelligence Research and Analysis. At CIRA, Dr. Mulvenon runs teams of nearly twenty cleared Chinese, Russian, Arabic, Pashto, Urdu, and Dari/Farsi linguist-analysts performing open-source research for the US Government. A specialist on the Chinese military and cyber warfare, Dr. Mulvenon's research focuses on Chinese C4ISR (command, control, communications, computers, intelligence, and reconnaissance), defense research/development/acquisition organizations and policy, strategic weapons programs (computer network operations and nuclear warfare), cryptography, and the military and civilian implications of the information revolution in China. Dr. Mulvenon's book, Soldiers of Fortune (Armonk, NY: M.E. Sharpe, 2001), details the rise and fall of the Chinese military's multi-billion dollar international business empire. His recent publications include “The Future of American Power in a Multipolar World”, in Abraham Denmark and James Mulvenon, eds., Contested Commons: The Future of American Power in a Multipolar World, Washington, DC: Center for a New American Security, 2010; and “PLA Computer Network Operations: Scenarios, Doctrine, Organizations, and Capability,” in Roy Kamphausen, David Lai, and Andrew Scobell, eds., Beyond the Strait: PLA Missions Other Than Taiwan, Washington, DC: National Bureau of Research, 2009. Among his professional affiliations, Dr. Mulvenon is a founding member and current President of the Cyber Conflict Studies Association, was a term member of the Council on Foreign Relations between 1999 and 2004, and is presently a member of the National Committee for U.S.-China Relations. He is regular media commentator on both China and cyber warfare, and his comments have appeared recently in the Washington Post, New York Times, Time Magazine, Newsweek, Christian Science Monitor, Boston Globe, PC World, Wired, International Herald Tribune, and Los Angeles Times, as well as on BBC, NPR, CNN, and CBS News. He received his Ph.D. in political science from the University of California, Los Angeles, and attended Fudan University in Shanghai from 1991-1992. Dr. Mulvenon is married to the former Mary Hampton of Bloomfield Hills, Michigan. They reside in Burke, Virginia with their daughters, Kate and Ellie."
